"","player_name","recent_team","pos","g","p_att","cmp","p_yd","p_td","int","car","r_yd","r_td","tgt","rec","rec_yd","rec_td","fmb","tp_c","f_ppr","tgt_share","ypc","ypr","cmp_pct","td_rate"
"13","Z.Ertz","ARI","TE",7,0,0,0,0,0,0,0,0,43,27,187,1,0,0,51.7,0.0676100628930818,NA,6.92592592592593,NA,NA
"14","G.Dortch","ARI","WR",9,0,0,0,0,0,1,5,0,41,24,280,2,0,0,64.5,0.0644654088050314,5,11.6666666666667,NA,NA
"15","M.Brown","ARI","WR",13,0,0,0,0,0,2,23,0,101,51,574,4,0,0,134.7,0.158805031446541,11.5,11.2549019607843,NA,NA
"16","M.Wilson","ARI","WR",13,0,0,0,0,0,0,0,0,58,38,565,3,0,0,114.5,0.0911949685534591,NA,14.8684210526316,NA,NA
"17","R.Moore","ARI","WR",17,0,0,0,0,0,28,178,1,62,40,352,1,0,0,105,0.0974842767295598,6.35714285714286,8.8,NA,NA
"18","Z.Pascal","ARI","WR",9,0,0,0,0,0,0,0,0,15,4,19,0,0,0,5.9,0.0235849056603774,NA,4.75,NA,NA
"19","K.Smith","ATL","FB",3,0,0,0,0,0,0,0,0,3,3,33,0,0,0,6.3,0.00540540540540541,NA,11,NA,NA
"20","D.Ridder","ATL","QB",15,388,249,2836,12,12,53,193,5,1,1,-6,0,5,2,181.14,0.0018018018018018,3.64150943396226,-6,0.641752577319588,0.0309278350515464
"21","L.Woodside","ATL","QB",1,4,3,27,0,1,1,6,0,0,0,0,0,0,0,-0.32,0,6,NA,0.75,0
"22","T.Heinicke","ATL","QB",5,136,74,890,5,4,15,124,1,0,0,0,0,0,0,66,0,8.26666666666667,NA,0.544117647058823,0.0367647058823529
"23","B.Robinson","ATL","RB",17,0,0,0,0,0,214,976,4,86,58,487,4,3,0,246.3,0.154954954954955,4.5607476635514,8.39655172413793,NA,NA
"24","C.Patterson","ATL","RB",12,0,0,0,0,0,50,181,0,12,9,38,1,0,0,36.9,0.0216216216216216,3.62,4.22222222222222,NA,NA
"25","T.Allgeier","ATL","RB",17,0,0,0,0,0,186,683,4,23,18,193,1,0,0,137.6,0.0414414414414414,3.67204301075269,10.7222222222222,NA,NA
"26","J.FitzPatrick","ATL","TE",1,0,0,0,0,0,0,0,0,1,1,12,0,0,0,2.2,0.0018018018018018,NA,12,NA,NA
"27","J.Smith","ATL","TE",15,1,0,0,0,0,1,0,0,70,50,582,3,0,0,124.2,0.126126126126126,0,11.64,0,0
"28","K.Pitts","ATL","TE",17,0,0,0,0,0,1,-4,0,90,53,667,3,0,0,137.3,0.162162162162162,-4,12.5849056603774,NA,NA
"29","M.Pruitt","ATL","TE",9,0,0,0,0,0,0,0,0,12,9,110,1,0,0,26,0.0216216216216216,NA,12.2222222222222,NA,NA
"30","T.Fisk","ATL","TE",1,0,0,0,0,0,0,0,0,1,1,9,0,0,0,1.9,0.0018018018018018,NA,9,NA,NA
"31","D.Byrd","ATL","WR",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0036036036036036,NA,NA,NA,NA
"32","D.London","ATL","WR",16,1,1,22,0,0,0,0,0,110,69,905,2,0,0,174.38,0.198198198198198,NA,13.1159420289855,1,0
"33","K.Hodge","ATL","WR",13,0,0,0,0,0,1,0,0,23,14,232,0,0,0,37.2,0.0414414414414414,0,16.5714285714286,NA,NA
"34","M.Hollins","ATL","WR",9,0,0,0,0,0,0,0,0,30,18,251,0,0,0,43.1,0.0540540540540541,NA,13.9444444444444,NA,NA
"35","S.Miller","ATL","WR",9,0,0,0,0,0,0,0,0,16,11,161,2,0,0,39.1,0.0288288288288288,NA,14.6363636363636,NA,NA
"36","V.Jefferson","ATL","WR",10,0,0,0,0,0,0,0,0,28,12,101,0,0,0,22.1,0.0504504504504504,NA,8.41666666666667,NA,NA
"37","P.Ricard","BAL","FB",6,0,0,0,0,0,0,0,0,7,5,52,1,0,0,16.2,0.0132075471698113,NA,10.4,NA,NA
"38","L.Jackson","BAL","QB",16,457,307,3678,24,7,148,821,5,0,0,0,0,6,1,331.22,0,5.5472972972973,NA,0.671772428884026,0.0525164113785558
"39","T.Huntley","BAL","QB",5,37,21,203,3,0,15,55,0,0,0,0,0,0,0,25.62,0,3.66666666666667,NA,0.567567567567568,0.0810810810810811
"40","G.Edwards","BAL","RB",17,0,0,0,0,0,198,810,13,13,12,180,0,2,1,187,0.0245283018867925,4.09090909090909,15,NA,NA
"41","J.Dobbins","BAL","RB",1,0,0,0,0,0,8,22,1,3,2,15,0,0,0,11.7,0.00566037735849057,2.75,7.5,NA,NA
"42","J.Hill","BAL","RB",16,0,0,0,0,0,84,387,3,39,28,206,1,0,0,109.3,0.0735849056603774,4.60714285714286,7.35714285714286,NA,NA
"43","K.Drake","BAL","RB",1,0,0,0,0,0,1,0,0,3,2,31,0,0,0,3.1,0.00566037735849057,0,15.5,NA,NA
"44","K.Mitchell","BAL","RB",7,0,0,0,0,0,47,396,2,11,9,93,0,0,0,69.9,0.0207547169811321,8.42553191489362,10.3333333333333,NA,NA
"45","M.Gordon","BAL","RB",4,0,0,0,0,0,26,81,1,3,3,46,0,1,0,19.7,0.00566037735849057,3.11538461538462,15.3333333333333,NA,NA
"46","C.Kolar","BAL","TE",6,0,0,0,0,0,0,0,0,9,7,87,1,0,0,21.7,0.0169811320754717,NA,12.4285714285714,NA,NA
"47","I.Likely","BAL","TE",13,0,0,0,0,0,0,0,0,40,30,411,5,0,0,101.1,0.0754716981132075,NA,13.7,NA,NA
"48","M.Andrews","BAL","TE",10,0,0,0,0,0,1,0,0,61,45,544,6,0,0,135.4,0.115094339622642,0,12.0888888888889,NA,NA
"49","D.Duvernay","BAL","WR",6,0,0,0,0,0,4,15,0,9,4,18,0,0,0,7.3,0.0169811320754717,3.75,4.5,NA,NA
"50","L.Treadwell","BAL","WR",1,0,0,0,0,0,0,0,0,3,1,16,0,0,0,2.6,0.00566037735849057,NA,16,NA,NA
"51","N.Agholor","BAL","WR",16,0,0,0,0,0,0,0,0,45,35,381,4,0,0,97.1,0.0849056603773585,NA,10.8857142857143,NA,NA
"52","O.Beckham","BAL","WR",14,0,0,0,0,0,0,0,0,64,35,565,3,0,0,107.5,0.120754716981132,NA,16.1428571428571,NA,NA
"53","R.Bateman","BAL","WR",15,0,0,0,0,0,1,18,0,56,32,367,1,0,0,76.5,0.105660377358491,18,11.46875,NA,NA
"54","T.Wallace","BAL","WR",2,0,0,0,0,0,0,0,0,2,1,11,0,0,0,8.1,0.00377358490566038,NA,11,NA,NA
"55","Z.Flowers","BAL","WR",16,0,0,0,0,0,8,56,1,108,77,858,5,0,0,206.4,0.20377358490566,7,11.1428571428571,NA,NA
"56","R.Gilliam","BUF","FB",1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1.3,0.00202429149797571,NA,3,NA,NA
"57","J.Allen","BUF","QB",17,579,385,4306,29,18,111,524,15,0,0,0,0,3,3,394.64,0,4.72072072072072,NA,0.664939550949914,0.0500863557858377
"58","K.Allen","BUF","QB",6,0,0,0,0,0,13,-13,0,0,0,0,0,0,0,-1.3,0,-1,NA,NA,NA
"59","D.Harris","BUF","RB",6,0,0,0,0,0,23,94,1,2,2,16,0,0,0,19,0.00404858299595142,4.08695652173913,8,NA,NA
"60","J.Cook","BUF","RB",17,0,0,0,0,0,237,1122,2,54,44,445,4,1,0,232.7,0.109311740890688,4.73417721518987,10.1136363636364,NA,NA
"61","L.Fournette","BUF","RB",2,0,0,0,0,0,12,40,0,0,0,0,0,0,0,4,0,3.33333333333333,NA,NA,NA
"62","L.Murray","BUF","RB",15,0,0,0,0,0,79,300,4,22,17,119,0,0,0,82.9,0.0445344129554656,3.79746835443038,7,NA,NA
"63","T.Johnson","BUF","RB",7,0,0,0,0,0,30,132,0,7,7,62,1,0,0,32.4,0.01417004048583,4.4,8.85714285714286,NA,NA
"64","D.Kincaid","BUF","TE",16,0,0,0,0,0,0,0,0,91,73,673,2,0,0,150.3,0.184210526315789,NA,9.21917808219178,NA,NA
"65","D.Knox","BUF","TE",10,0,0,0,0,0,0,0,0,36,22,186,2,0,0,54.6,0.0728744939271255,NA,8.45454545454546,NA,NA
"66","Q.Morris","BUF","TE",2,0,0,0,0,0,0,0,0,3,2,26,1,0,0,10.6,0.00607287449392713,NA,13,NA,NA
"67","D.Harty","BUF","WR",12,0,0,0,0,0,4,0,0,21,15,150,1,0,0,42,0.0425101214574899,0,10,NA,NA
"68","G.Davis","BUF","WR",16,0,0,0,0,0,1,-2,0,81,45,746,7,0,0,161.4,0.163967611336032,-2,16.5777777777778,NA,NA
"69","K.Shakir","BUF","WR",16,0,0,0,0,0,1,10,0,45,39,611,2,0,0,113.1,0.0910931174089069,10,15.6666666666667,NA,NA
"70","S.Diggs","BUF","WR",17,0,0,0,0,0,1,5,0,160,107,1183,8,0,0,273.8,0.323886639676113,5,11.0560747663551,NA,NA
"71","T.Sherfield","BUF","WR",9,0,0,0,0,0,0,0,0,22,11,86,1,0,0,25.6,0.0445344129554656,NA,7.81818181818182,NA,NA
"72","A.Dalton","CAR","QB",2,58,34,361,2,0,3,12,0,0,0,0,0,0,0,23.64,0,4,NA,0.586206896551724,0.0344827586206897
"73","B.Young","CAR","QB",16,527,315,2877,11,10,39,253,0,0,0,0,0,6,2,156.38,0,6.48717948717949,NA,0.597722960151803,0.0208728652751423
"74","C.Hubbard","CAR","RB",17,0,0,0,0,0,238,902,5,44,39,233,0,0,0,182.5,0.075993091537133,3.78991596638655,5.97435897435897,NA,NA
"75","M.Sanders","CAR","RB",16,0,0,0,0,0,129,432,1,41,27,154,0,2,0,87.6,0.0708117443868739,3.34883720930233,5.7037037037037,NA,NA
"76","R.Blackshear","CAR","RB",8,0,0,0,0,0,14,46,0,7,6,45,0,0,1,17.1,0.0120898100172712,3.28571428571429,7.5,NA,NA
"77","G.Ricci","CAR","TE",1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1.2,0.00172711571675302,NA,2,NA,NA
"78","H.Hurst","CAR","TE",9,0,0,0,0,0,0,0,0,32,18,184,1,0,0,42.4,0.0552677029360967,NA,10.2222222222222,NA,NA
"79","I.Thomas","CAR","TE",7,0,0,0,0,0,0,0,0,9,5,56,0,0,0,10.6,0.0155440414507772,NA,11.2,NA,NA
"80","S.Sullivan","CAR","TE",10,0,0,0,0,0,0,0,0,24,12,125,0,0,0,24.5,0.0414507772020725,NA,10.4166666666667,NA,NA
"81","T.Tremble","CAR","TE",13,0,0,0,0,0,0,0,0,32,23,194,3,0,0,60.4,0.0552677029360967,NA,8.43478260869565,NA,NA
"82","A.Thielen","CAR","WR",17,0,0,0,0,0,1,6,0,137,103,1014,4,0,0,231,0.236614853195164,6,9.84466019417476,NA,NA
"83","D.Chark","CAR","WR",14,0,0,0,0,0,0,0,0,66,35,525,5,0,0,115.5,0.113989637305699,NA,15,NA,NA
"84","I.Smith-Marsette","CAR","WR",7,0,0,0,0,0,8,74,1,10,8,51,0,0,0,32.5,0.0172711571675302,9.25,6.375,NA,NA
"85","J.Mingo","CAR","WR",15,0,0,0,0,0,0,0,0,85,43,418,0,0,0,84.8,0.146804835924007,NA,9.72093023255814,NA,NA
"86","L.Shenault","CAR","WR",8,0,0,0,0,0,12,55,0,10,10,60,0,0,0,21.5,0.0172711571675302,4.58333333333333,6,NA,NA
"87","M.Strachan","CAR","WR",2,0,0,0,0,0,0,0,0,3,1,45,0,0,0,5.5,0.00518134715025907,NA,45,NA,NA
"88","T.Marshall","CAR","WR",8,0,0,0,0,0,0,0,0,33,19,139,0,0,0,32.9,0.0569948186528497,NA,7.31578947368421,NA,NA
"89","K.Blasingame","CHI","FB",7,0,0,0,0,0,8,26,0,6,3,2,0,0,0,5.8,0.0102564102564103,3.25,0.666666666666667,NA,NA
"90","J.Fields","CHI","QB",13,370,227,2562,16,9,124,657,4,0,0,0,0,4,0,230.18,0,5.29838709677419,NA,0.613513513513513,0.0432432432432432
"91","N.Peterman","CHI","QB",1,0,0,0,0,0,2,-4,0,0,0,0,0,0,0,-0.4,0,-2,NA,NA,NA
"92","T.Bagent","CHI","QB",5,143,94,859,3,6,23,109,2,0,0,0,0,2,0,53.26,0,4.73913043478261,NA,0.657342657342657,0.020979020979021
"93","D.Evans","CHI","RB",5,0,0,0,0,0,30,105,1,12,7,49,0,0,0,28.4,0.0205128205128205,3.5,7,NA,NA
"94","D.Foreman","CHI","RB",9,0,0,0,0,0,109,425,4,16,11,77,1,0,0,91.2,0.0273504273504274,3.89908256880734,7,NA,NA
"95","K.Herbert","CHI","RB",12,0,0,0,0,0,132,611,2,31,20,134,1,0,1,112.5,0.052991452991453,4.62878787878788,6.7,NA,NA
"96","R.Johnson","CHI","RB",15,0,0,0,0,0,81,352,2,40,34,209,0,0,0,102.1,0.0683760683760684,4.34567901234568,6.14705882352941,NA,NA
"97","T.Homer","CHI","RB",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00170940170940171,NA,NA,NA,NA
"98","C.Kmet","CHI","TE",15,0,0,0,0,0,3,2,0,90,73,719,6,0,0,181.1,0.153846153846154,0.666666666666667,9.84931506849315,NA,NA
"99","M.Lewis","CHI","TE",5,0,0,0,0,0,0,0,0,5,4,29,1,0,0,12.9,0.00854700854700855,NA,7.25,NA,NA
"100","R.Tonyan","CHI","TE",11,0,0,0,0,0,0,0,0,17,11,112,0,0,0,22.2,0.0290598290598291,NA,10.1818181818182,NA,NA
"101","C.Claypool","CHI","WR",3,0,0,0,0,0,0,0,0,14,4,51,1,0,0,15.1,0.0239316239316239,NA,12.75,NA,NA
"102","C.Johnson","CHI","WR",1,0,0,0,0,0,0,0,0,1,1,11,0,0,0,2.1,0.00170940170940171,NA,11,NA,NA
"103","D.Mooney","CHI","WR",14,0,0,0,0,0,2,5,0,61,31,414,1,0,0,78.9,0.104273504273504,2.5,13.3548387096774,NA,NA
"104","D.Moore","CHI","WR",17,0,0,0,0,0,4,21,1,136,96,1364,8,0,0,286.5,0.232478632478632,5.25,14.2083333333333,NA,NA
"105","E.St. Brown","CHI","WR",5,0,0,0,0,0,0,0,0,6,5,62,0,0,0,11.2,0.0102564102564103,NA,12.4,NA,NA
"106","T.Scott","CHI","WR",13,0,0,0,0,0,7,41,0,32,17,168,0,0,0,35.9,0.0547008547008547,5.85714285714286,9.88235294117647,NA,NA
"107","T.Taylor","CHI","WR",3,0,0,0,0,0,1,-2,0,2,0,0,0,0,0,-0.2,0.00341880341880342,-2,NA,NA,NA
"108","V.Jones","CHI","WR",10,0,0,0,0,0,8,51,0,7,4,20,0,0,0,11.1,0.011965811965812,6.375,5,NA,NA
"109","A.McCarron","CIN","QB",2,5,4,19,0,0,0,0,0,0,0,0,0,0,0,0.76,0,NA,NA,0.8,0
"110","J.Browning","CIN","QB",9,243,171,1936,12,7,27,127,3,1,1,-7,0,0,1,144.44,0.00194931773879142,4.7037037037037,-7,0.703703703703704,0.0493827160493827
"111","J.Burrow","CIN","QB",10,365,244,2309,15,6,31,88,0,0,0,0,0,1,0,147.16,0,2.83870967741935,NA,0.668493150684932,0.0410958904109589
"112","C.Brown","CIN","RB",10,0,0,0,0,0,44,179,0,15,14,156,1,0,0,53.5,0.0292397660818713,4.06818181818182,11.1428571428571,NA,NA
"113","C.Evans","CIN","RB",1,0,0,0,0,0,2,12,0,1,1,-1,0,0,0,2.1,0.00194931773879142,6,-1,NA,NA
"114","J.Mixon","CIN","RB",17,0,0,0,0,0,257,1034,9,64,52,376,3,0,0,267,0.124756335282651,4.02334630350195,7.23076923076923,NA,NA
"115","T.Williams","CIN","RB",14,0,0,0,0,0,15,69,0,9,7,10,0,0,0,14.9,0.0175438596491228,4.6,1.42857142857143,NA,NA
"116","D.Sample","CIN","TE",14,0,0,0,0,0,0,0,0,27,22,163,2,0,0,50.3,0.0526315789473684,NA,7.40909090909091,NA,NA
"117","I.Smith","CIN","TE",9,0,0,0,0,0,0,0,0,26,18,115,1,0,0,33.5,0.050682261208577,NA,6.38888888888889,NA,NA
"118","M.Wilcox","CIN","TE",9,0,0,0,0,0,0,0,0,12,9,56,0,0,0,14.6,0.0233918128654971,NA,6.22222222222222,NA,NA
"119","T.Hudson","CIN","TE",12,0,0,0,0,0,0,0,0,50,39,352,1,0,0,80.2,0.0974658869395711,NA,9.02564102564103,NA,NA
"120","A.Iosivas","CIN","WR",9,0,0,0,0,0,0,0,0,25,15,116,4,0,0,50.6,0.0487329434697856,NA,7.73333333333333,NA,NA
"121","C.Jones","CIN","WR",5,0,0,0,0,0,2,13,0,9,7,64,0,0,0,20.7,0.0175438596491228,6.5,9.14285714285714,NA,NA
"122","J.Chase","CIN","WR",16,1,1,-7,0,0,3,-6,0,145,100,1216,7,0,0,262.72,0.282651072124756,-2,12.16,1,0
"123","K.Lassiter","CIN","WR",1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1.2,0.00194931773879142,NA,2,NA,NA
"124","S.Jackson","CIN","WR",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00194931773879142,NA,NA,NA,NA
"125","T.Boyd","CIN","WR",17,1,0,0,0,1,2,11,0,98,67,667,2,0,0,144.8,0.191033138401559,5.5,9.95522388059701,0,0
"126","T.Higgins","CIN","WR",12,0,0,0,0,0,0,0,0,76,42,656,5,0,0,137.6,0.148148148148148,NA,15.6190476190476,NA,NA
"127","T.Irwin","CIN","WR",10,0,0,0,0,0,0,0,0,32,25,316,1,0,0,62.6,0.0623781676413255,NA,12.64,NA,NA
"128","D.Thompson-Robinson","CLE","QB",7,112,60,440,1,4,14,65,0,0,0,0,0,0,1,22.1,0,4.64285714285714,NA,0.535714285714286,0.00892857142857143
"129","D.Watson","CLE","QB",6,171,105,1115,7,4,26,142,1,0,0,0,0,2,3,86.8,0,5.46153846153846,NA,0.614035087719298,0.0409356725146199
"130","J.Driskel","CLE","QB",1,26,13,166,2,2,7,33,0,0,0,0,0,0,0,13.94,0,4.71428571428571,NA,0.5,0.0769230769230769
"131","J.Flacco","CLE","QB",5,204,123,1616,13,8,9,2,0,0,0,0,0,1,1,100.84,0,0.222222222222222,NA,0.602941176470588,0.0637254901960784
"132","P.Walker","CLE","QB",5,111,54,674,1,5,13,30,0,0,0,0,0,2,0,19.96,0,2.30769230769231,NA,0.486486486486487,0.00900900900900901
"133","J.Ford","CLE","RB",17,0,0,0,0,0,204,813,4,63,44,319,5,0,1,213.2,0.102439024390244,3.98529411764706,7.25,NA,NA
"134","K.Hunt","CLE","RB",15,0,0,0,0,0,135,411,9,21,15,84,0,0,0,118.5,0.0341463414634146,3.04444444444444,5.6,NA,NA
"135","N.Chubb","CLE","RB",2,0,0,0,0,0,28,170,0,4,4,21,0,0,0,23.1,0.00650406504065041,6.07142857142857,5.25,NA,NA
"136","P.Strong","CLE","RB",13,0,0,0,0,0,63,291,1,8,5,47,0,1,0,42.8,0.0130081300813008,4.61904761904762,9.4,NA,NA
"137","D.Njoku","CLE","TE",16,0,0,0,0,0,0,0,0,123,81,882,6,0,0,201.2,0.2,NA,10.8888888888889,NA,NA
"138","H.Bryant","CLE","TE",13,0,0,0,0,0,5,8,0,20,13,81,3,1,0,37.9,0.032520325203252,1.6,6.23076923076923,NA,NA
"139","J.Akins","CLE","TE",13,0,0,0,0,0,0,0,0,23,15,132,0,0,0,28.2,0.0373983739837398,NA,8.8,NA,NA
"140","A.Cooper","CLE","WR",15,0,0,0,0,0,0,0,0,128,72,1250,5,0,0,227,0.208130081300813,NA,17.3611111111111,NA,NA
"141","C.Tillman","CLE","WR",11,0,0,0,0,0,1,8,0,44,21,224,0,0,0,44.2,0.0715447154471545,8,10.6666666666667,NA,NA
"142","D.Bell","CLE","WR",9,0,0,0,0,0,0,0,0,23,14,167,3,0,0,48.7,0.0373983739837398,NA,11.9285714285714,NA,NA
"143","D.Peoples-Jones","CLE","WR",6,0,0,0,0,0,0,0,0,18,8,97,0,0,0,17.7,0.0292682926829268,NA,12.125,NA,NA
"144","E.Moore","CLE","WR",16,0,0,0,0,0,9,11,0,104,59,640,2,1,0,132.1,0.169105691056911,1.22222222222222,10.8474576271186,NA,NA
"145","J.Proche","CLE","WR",2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.00813008130081301,NA,NA,NA,NA
"146","M.Goodwin","CLE","WR",10,0,0,0,0,0,4,33,0,13,4,67,0,0,0,14,0.0211382113821138,8.25,16.75,NA,NA
"147","C.Rush","DAL","QB",7,24,18,144,0,1,12,-5,0,0,0,0,0,0,0,3.26,0,-0.416666666666667,NA,0.75,0
"148","D.Prescott","DAL","QB",17,590,410,4516,36,9,55,242,2,0,0,0,0,2,2,342.84,0,4.4,NA,0.694915254237288,0.0610169491525424
"149","D.Vaughn","DAL","RB",6,0,0,0,0,0,23,40,0,7,7,40,0,0,0,15,0.0112179487179487,1.73913043478261,5.71428571428571,NA,NA
"150","H.Luepke","DAL","RB",6,0,0,0,0,0,6,19,1,4,3,18,0,0,0,12.7,0.00641025641025641,3.16666666666667,6,NA,NA
"151","R.Dowdle","DAL","RB",16,0,0,0,0,0,89,361,2,22,17,144,2,0,0,91.5,0.0352564102564103,4.0561797752809,8.47058823529412,NA,NA
"152","T.Pollard","DAL","RB",17,0,0,0,0,0,252,1005,6,67,55,311,0,1,1,222.6,0.107371794871795,3.98809523809524,5.65454545454545,NA,NA
"153","J.Ferguson","DAL","TE",17,0,0,0,0,0,0,0,0,102,71,761,5,0,0,177.1,0.163461538461538,NA,10.7183098591549,NA,NA
"154","L.Schoonmaker","DAL","TE",11,0,0,0,0,0,0,0,0,15,8,65,2,0,0,26.5,0.0240384615384615,NA,8.125,NA,NA
"155","P.Hendershot","DAL","TE",7,0,0,0,0,0,1,0,0,7,4,38,0,0,0,7.8,0.0112179487179487,0,9.5,NA,NA
"156","S.McKeon","DAL","TE",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.00320512820512821,NA,NA,NA,NA
"157","B.Cooks","DAL","WR",16,0,0,0,0,0,5,35,0,81,54,657,8,0,0,173.2,0.129807692307692,7,12.1666666666667,NA,NA
"158","C.Lamb","DAL","WR",17,0,0,0,0,0,14,113,2,181,135,1749,12,0,0,405.2,0.290064102564103,8.07142857142857,12.9555555555556,NA,NA
"159","J.Brooks","DAL","WR",3,0,0,0,0,0,0,0,0,6,6,64,0,0,0,12.4,0.00961538461538462,NA,10.6666666666667,NA,NA
"160","J.Tolbert","DAL","WR",13,0,0,0,0,0,0,0,0,36,22,268,2,0,0,60.8,0.0576923076923077,NA,12.1818181818182,NA,NA
"161","K.Turpin","DAL","WR",12,0,0,0,0,0,11,110,1,18,12,127,3,0,0,59.7,0.0288461538461538,10,10.5833333333333,NA,NA
"162","M.Gallup","DAL","WR",16,0,0,0,0,0,0,0,0,57,34,418,2,0,0,87.8,0.0913461538461538,NA,12.2941176470588,NA,NA
"163","M.Burton","DEN","FB",8,0,0,0,0,0,7,9,0,3,3,8,0,0,1,6.7,0.00488599348534202,1.28571428571429,2.66666666666667,NA,NA
"164","J.Stidham","DEN","QB",2,66,40,496,2,1,9,8,0,0,0,0,0,0,0,26.64,0,0.888888888888889,NA,0.606060606060606,0.0303030303030303
"165","R.Wilson","DEN","QB",15,447,297,3070,26,8,80,341,3,0,0,0,0,5,2,256.9,0,4.2625,NA,0.664429530201342,0.058165548098434
"166","J.McLaughlin","DEN","RB",17,0,0,0,0,0,76,410,1,36,31,160,2,0,0,106,0.0586319218241042,5.39473684210526,5.16129032258065,NA,NA
"167","J.Williams","DEN","RB",16,0,0,0,0,0,217,774,3,58,47,228,2,0,1,179.2,0.0944625407166124,3.5668202764977,4.85106382978723,NA,NA
"168","S.Perine","DEN","RB",17,0,0,0,0,0,53,238,1,56,50,455,0,1,0,121.3,0.0912052117263844,4.49056603773585,9.1,NA,NA
"169","A.Trautman","DEN","TE",16,0,0,0,0,0,0,0,0,35,22,204,3,0,0,60.4,0.0570032573289902,NA,9.27272727272727,NA,NA
"170","C.Manhertz","DEN","TE",4,0,0,0,0,0,0,0,0,4,2,16,0,0,0,3.6,0.00651465798045603,NA,8,NA,NA
"171","G.Dulcich","DEN","TE",2,0,0,0,0,0,0,0,0,4,3,25,0,0,0,5.5,0.00651465798045603,NA,8.33333333333333,NA,NA
"172","L.Krull","DEN","TE",7,0,0,0,0,0,0,0,0,14,8,95,1,0,0,23.5,0.0228013029315961,NA,11.875,NA,NA
"173","N.Adkins","DEN","TE",4,0,0,0,0,0,0,0,0,5,4,22,0,0,0,6.2,0.00814332247557003,NA,5.5,NA,NA
"174","B.Johnson","DEN","WR",10,0,0,0,0,0,0,0,0,30,19,284,4,0,0,73.4,0.0488599348534202,NA,14.9473684210526,NA,NA
"175","C.Sutton","DEN","WR",16,0,0,0,0,0,0,0,0,90,59,772,10,0,0,190.2,0.146579804560261,NA,13.0847457627119,NA,NA
"176","J.Jeudy","DEN","WR",16,0,0,0,0,0,0,0,0,87,54,758,2,0,0,141.8,0.141693811074919,NA,14.037037037037,NA,NA
"177","L.Humphrey","DEN","WR",11,0,0,0,0,0,0,0,0,19,13,162,3,0,0,47.2,0.0309446254071661,NA,12.4615384615385,NA,NA
"178","M.Mims","DEN","WR",15,0,0,0,0,0,9,30,0,33,22,377,1,0,0,74.7,0.0537459283387622,3.33333333333333,17.1363636363636,NA,NA
"179","P.Dorsett","DEN","WR",2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.00488599348534202,NA,NA,NA,NA
"180","J.Cabinda","DET","FB",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"181","J.Goff","DET","QB",17,605,407,4575,30,12,32,21,2,0,0,0,0,4,2,289.1,0,0.65625,NA,0.672727272727273,0.0495867768595041
